forces,force_addedmass,force_inertia,force_drag,time,displacement,velocity,acceleration,enstrophy
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0,0.0,0.0,0.0,0.003125,0.0,0.0,0.0,0.0
-0.0,0.0,0.0,0.0,0.00625,0.0,0.0,0.0,0.0
-0.0,0.0,0.0,0.0,0.009375000000000001,0.0,0.0,0.0,0.0
-0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.0,0.0
-0.0,0.0,0.0,0.0,0.015625,0.0,0.0,0.0,0.0
-0.0,0.0,0.0,0.0,0.01875,0.0,0.0,0.0,0.0
-0.0,0.0,0.0,0.0,0.021875,0.0,0.0,0.0,0.0
-98.60619644759797,-86.0951189066691,-12.511077540928875,0.0,0.024999999999999998,-0.0001508943002612942,-0.003017886005225884,-0.030178860052258838,53.79267271288549
-163.67171447925432,-131.9857547131015,-31.685959766152862,-0.27570768945966434,0.028124999999999997,-0.0008348622434728698,-0.010661472859005629,-0.07643586853779744,480.40200279972555
76.28537409372322,94.28210587050802,-17.996731776784795,-0.9739582820628556,0.031249999999999997,-0.002118088065871234,-0.015003043588961651,-0.04341570729956022,594.1199741841388
56.698633232097166,65.23378199219009,-8.535148760092914,-1.3704998373832682,0.034374999999999996,-0.00372134989616574,-0.017062193016928462,-0.020591494279668117,662.1086386690923
22.07281332520657,26.734428894960498,-4.661615569753925,-1.5585126902618844,0.0375,-0.005483804282567886,-0.018186894711114458,-0.011247016941859964,713.0776631807037
0.08125331594171109,4.143050997840044,-4.061797681898331,-1.6611519741057528,0.040625,-0.0073514957601848166,-0.019166934841224153,-0.009800401301096967,759.8812198717308
-1.3809145757774912,2.3420965720730162,-3.7230111478505106,-1.7505651901258446,0.043750000000000004,-0.00931310669555445,-0.020065283866168522,-0.00898349024944368,801.5789818987691
1.023450493308074,4.147420118352456,-3.123969625044387,-1.8325053950705228,0.04687500000000001,-0.011357327434239532,-0.020819130907533085,-0.007538470413645642,840.0526827521317
-0.029849240569244095,2.7039801697287755,-2.7338294102980183,-1.9012378132758316,0.05000000000000001,-0.013472227611113686,-0.021478872629949984,-0.0065974172241690015,871.1847699646771
-2.236740927139687,0.43435650140087145,-2.671097428540555,-1.9613668086535814,0.05312500000000001,-0.015652346987376192,-0.022123514895300157,-0.006446422653501715,897.1101405930117
