0.06	0.567165482
0.08	0.26905382
0.1	0.126576938
0.12	0.629930419
0.14	1.886349838
0.16	3.744186926
0.18	5.841535442
0.2	8.107376817
0.22	10.11985907
0.244026633	11.60522799
0.26	12.76290728
0.28	13.76533509
0.3	14.48216549
0.32	14.8207619
0.34	14.99815519
0.36	14.96388094
0.38	14.79673452
0.4	14.36539338
0.424543872	13.9872818
0.44	13.40377377
0.46	12.5457901
0.48	11.47919247
0.5	10.55475864
0.52	9.783394828
0.54	9.082651949
0.56	8.458124156
0.58	7.813305953
0.6	7.114967424
0.62	6.399544443
0.64	5.60909057
0.66	4.78006729
0.68	4.007709266
0.7	3.341781747
0.72	2.714134926
0.74	2.151996706
0.76	1.738503644
0.78	1.308680555
0.8	0.931579295
0.82	0.566735178
0.84	0.317208635
0.86	0.276589158
0.88	0.374563051
0.9	0.579767036
0.92	0.691002243
0.94	0.698219984
0.96	0.697895024
0.98	0.698332962
1	0.731555804
1.02	0.826226673
1.04	1.08271712
1.06	1.392972166
1.08	1.613966985
1.1	1.830018804
1.12	1.838585781
1.14	1.739791659
1.16	1.572713443
1.18	1.301658341
1.2	1.132418899
1.22	0.97176052
1.24	0.951582984
1.26	0.951662354
1.28	0.951686235
1.3	0.952112147
1.32	0.956326009
1.34	0.872322761
1.36	0.831333524
1.38	0.661890075
1.4	0.807570701
1.42	0.436934309
1.44	0.582083007
1.46	1.154102011
1.48	2.50904815
1.5	4.687733634
1.52	7.603097454
1.54	10.73913464
1.56	14.04588224
1.579922947	15.92464378
1.6	18.39027874
1.62	20.26369172
1.64	21.81967293
1.66	22.84099468
1.68	23.41240502
1.7	23.80100073
1.72	24.03843527
1.74	23.89887064
1.770741885	23.05014004
1.78	22.23873309
1.8	21.07356875
1.82	19.77969635
1.84	18.43030841
1.86	16.89189015
1.88	15.29545687
1.9	14.280881
1.92	13.58225019
1.94	13.15040208
1.96	12.54941805
1.98	11.74101501
2	10.83435348
2.02	9.98645087
2.04	9.416615204
2.06	8.95851347
2.08	8.55454754
2.1	8.093111107
2.12	7.496804945
2.14	6.794446196
2.16	6.369286842
2.18	6.051532009
2.2	5.792421253
2.22	5.552735274
2.24	5.114262728
2.26	4.806154241
2.28	4.499783925
2.3	4.055932466
2.32	3.752236013
2.34	3.3742628
2.36	2.852291828
2.38	2.310885381
2.4	1.795615046
2.42	1.431098543
2.44	1.042080717
2.46	0.741691904
2.48	0.494535908
