0.057088073	0.441471229
0.081723924	2.599910716
0.102267887	4.819846038
0.118717899	7.039632939
0.135167911	9.25941984
0.151617923	11.47920674
0.168071027	13.79146003
0.184533408	16.38111246
0.202365592	19.12492501
0.213354942	21.28286976
0.225745017	24.51963847
0.234019497	27.10899406
0.242293977	29.69834965
0.250565365	32.19523887
0.258827476	34.41472892
0.267092679	36.72668537
0.275354791	38.94617542
0.284986706	41.3198256
0.312350621	43.44137748
0.340966221	42.1848736
0.357283272	40.42860599
0.373597232	38.579872
0.389917375	36.91607077
0.406228243	34.97487039
0.422545294	33.21860278
0.438849977	31.09246963
0.455151568	28.8738701
0.471450067	26.56280418
0.487742382	24.0668055
0.504047065	21.94067235
0.524451882	19.99962039
0.557135459	17.96654732
0.598019305	16.30363662
0.638906862	14.75168558
0.679815444	13.82850595
0.720774738	14.42177502
0.761760005	15.79176171
0.802731667	16.75489632
0.843692197	17.38515194
0.884625517	17.20170338
0.925532863	16.2415372
0.966430314	14.98547859
1.007322818	13.58147376
1.048223979	12.43637481
1.089156062	12.2159397
1.130065882	11.32974663
1.170971991	10.33259389
1.211912732	10.37106466
1.252849762	10.29857576
1.293753397	9.227449921
1.334653322	8.045364418
1.371488363	7.732314503
1.408386482	9.305578821
1.428930444	11.52551414
1.449474407	13.74544946
1.470018369	15.96538479
1.486459105	17.90777254
1.502918394	20.40495859
1.511168137	22.25458311
1.51943334	24.56653955
1.529077624	27.31005526
1.537374779	30.57749767
1.545667811	33.72165157
1.553962905	36.92744972
1.56089541	40.19484266
1.569182258	43.15406379
1.584312971	46.72997485
1.606252505	49.87462349
1.63902431	50.47992456
1.67171036	48.52082459
1.692115178	46.57977263
1.708407493	44.08377395
1.716521183	41.86487758
1.724647242	40.01584674
1.7327733	38.1668159
1.740899359	36.31778506
1.749040878	34.93108615
1.765327008	32.2501547
1.781619323	29.75415601
1.806114999	27.72078609
1.84290675	26.1132068
1.875605993	24.54863007
1.900111976	22.82348143
1.928709333	21.02142589
1.96550263	19.46007979
2.006393897	18.01908841
2.04728269	16.50412392
2.088165299	14.80422667
2.129072645	13.84406049
2.170031939	14.43732955
2.211022153	15.95526246
2.251990104	16.80743741
2.292950634	17.43769303
2.333883954	17.25424447
2.374792537	16.33106485
2.415689988	15.07500624
2.456586203	13.78196107
2.485212934	12.85833618
