0.019229244	-0.013156846
0.068316254	-0.006129749
0.117397283	0.045643505
0.158342195	0.283716339
0.195033242	0.693781014
0.23586755	1.234850692
0.272610891	1.778193561
0.305262967	2.326046928
0.342007206	2.862677874
0.382836131	3.444019094
0.423671037	3.980614156
0.464516409	4.438903442
0.51354461	4.885934423
0.567487891	5.285938878
0.614901355	5.571898044
0.681963179	5.759243425
0.738402724	5.846003246
0.803841438	5.934921433
0.865196961	5.967942806
0.926549493	6.023337257
0.991995682	6.056322747
1.049250072	6.167685778
1.114688786	6.256603965
1.171946165	6.345593918
1.237389364	6.400952486
1.298738906	6.478720017
1.360091439	6.534114468
1.425540618	6.544726879
1.478689389	6.767991188
1.523616457	7.293363828
1.556259563	7.908336432
1.584820474	8.459954529
1.61337341	9.07123417
1.641921031	9.722288174
1.666389945	10.28388574
1.690861518	10.82559613
1.71940781	11.48659373
1.752044935	12.14631249
1.784692526	12.72772548
1.817340116	13.30913846
1.849992193	13.85699183
1.890825603	14.40477343
1.927571337	14.93021784
1.972501894	15.42948855
2.017438929	15.88028426
2.066470121	16.30494216
2.123691617	16.66240906
2.177642673	17.00424351
2.234874935	17.28116733
2.291295342	17.51111486
2.352632923	17.6783747
2.41397798	17.78970185
2.481462027	17.87860209
