forces,force_addedmass,force_inertia,force_drag,time,displacement,velocity,acceleration,enstrophy
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0,0.0,0.0,0.0,0.0015625,0.0,0.0,0.0,0.0
-0.0,0.0,0.0,0.0,0.003125,0.0,0.0,0.0,0.0
-0.0,0.0,0.0,0.0,0.004687500000000001,0.0,0.0,0.0,0.0
-0.0,0.0,0.0,0.0,0.00625,0.0,0.0,0.0,0.0
-4311.5292003249215,-3757.896413939398,-553.6327863855232,0.0,0.0078125,-0.0016829421300608935,-0.03365884260121787,-0.3365884260121787,20902.936114713164
-3071.5811547073727,-2195.0567007957743,-876.5244539115988,-12.20203342167975,0.009375,-0.0077130912403609924,-0.08694413960478412,-0.5328529700356623,90625.74287620324
2325.458045586033,2792.1098627492224,-466.65181716318943,-31.521622716245602,0.0109375,-0.017825814985687232,-0.11531033530174066,-0.2836619569695655,99574.10072821322
1050.3097702715886,1323.095765784051,-272.7859955124624,-41.809273915025834,0.012499999999999999,-0.030185866726013907,-0.13189069950479282,-0.16580364203052148,105663.55965364263
336.4070607995576,531.4745287003625,-195.06746790080504,-47.82504172618297,0.014062499999999999,-0.04396771191086741,-0.14374620419227724,-0.11855504687484425,111457.53461350384
74.38996012284547,235.14568271349358,-160.75572259064816,-52.128446914811015,0.015624999999999998,-0.05883079843342375,-0.15351552625884965,-0.09769322066572401,117903.33750379676
-35.94892626435829,108.95003112869357,-144.89895739305175,-55.6760122864722,0.017187499999999998,-0.0746225974808674,-0.1623204546900234,-0.08804928431173759,123807.44898860245
-59.00040142980652,75.01265847581853,-134.01305990562508,-58.87439891273593,0.01875,-0.0912617796742704,-0.1704631891780368,-0.08142734488013396,129514.44052840918
-76.74931912633521,50.026497785100005,-126.77581691143514,-61.83311000228975,0.0203125,-0.10869321527007787,-0.17816552273811256,-0.07702333560075768,135707.44312006712
-38.67998384026208,76.98249910681923,-115.66248294708136,-64.63251596715915,0.021875000000000002,-0.12686109452646932,-0.1851920623897167,-0.0702653965160412,141274.91474464853
-80.6699812565133,30.593668575575816,-111.2636498320891,-67.18714837767965,0.023437500000000003,-0.14571823784921184,-0.19195080406513376,-0.0675874167541707,147670.28463049763
-31.008116804508568,70.18032789426711,-101.18844469877565,-69.64495004766955,0.025000000000000005,-0.16522062890874384,-0.19809701712550593,-0.06146213060372154,152844.34354676338
-89.54068768926639,10.195174645205057,-99.7358623344715,-71.88078219964169,0.026562500000000006,-0.1853332052390549,-0.20415450948071487,-0.06057492355208949,158555.2822369641
