forces,force_addedmass,force_inertia,force_drag,time,displacement,velocity,acceleration,enstrophy
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0,0.0,0.0,0.0,0.00625,0.0,0.0,0.0,0.0
-390.5010694382912,-340.5867954373247,-49.914274000966465,0.0,0.0125,-0.002427094808330502,-0.04854189616661003,-0.4854189616661003,657.7194656774387
-13.687006136080509,31.646539264827076,-45.33354540090761,-1.1003985004351238,0.018750000000000003,-0.009484884724006243,-0.09261390214690476,-0.4407200598029472,1565.0821711373005
2.6598255822407397,41.97689408571814,-39.317068503477415,-2.1001769894098317,0.025,-0.020656778302206115,-0.13082396941709268,-0.38210067270187925,2430.534617222498
-2.664243823259417,32.10527830046908,-34.769522123728485,-2.967581892151593,0.03125,-0.035428175525042266,-0.16460397503963026,-0.3378000562253756,3313.538743368971
-21.220857749117357,11.889765056662737,-33.110622805780125,-3.7348746474260905,0.0375,-0.053496543350629006,-0.19676338147210448,-0.32159406432474236,4164.67556608059
-31.210512811746156,1.6756488971971013,-32.88616170894327,-4.465632689853977,0.04375,-0.07476957242486663,-0.2286972000126481,-0.319338185405436,5085.371977012685
-16.933119054495876,14.036812650045718,-30.96993170454161,-5.191406790116583,0.049999999999999996,-0.09914265046638292,-0.25876436081767756,-0.3006716080502947,5798.2917326035085
15.052542048802565,40.53925298056385,-25.48671093176131,-5.874859686985668,0.056249999999999994,-0.12625607927605367,-0.28350421537573745,-0.24739854558059854,6150.678142505898
13.58347220142325,34.45745175971281,-20.87397955828955,-6.437335150551495,0.06249999999999999,-0.15561949054798271,-0.3037640100628433,-0.2025979468710585,6351.962752815518
-7.958473654375044,11.405225084612026,-19.36369873898707,-6.897994459456915,0.06874999999999999,-0.18693550275191678,-0.32255623401583766,-0.1879222395299437,7020.289641950363
-13.202321406378504,5.44750987862895,-18.649831285007462,-7.325206281765849,0.075,-0.2200960392598124,-0.3406544961420745,-0.18098262126236817,7409.348210412753
-3.132860668504977,13.73228194265942,-16.865142611164398,-7.736523957657148,0.08125,-0.2549797740033908,-0.35702019872949364,-0.16365702587419143,7688.353847382253
-0.9915110425061904,14.062371711423197,-15.053882753929384,-8.108351115743396,0.08750000000000001,-0.29141218445113176,-0.37162801022532554,-0.1460781149583189,7956.181765318288
2.3981465651692737,15.475821089308777,-13.077674524139482,-8.44010584076283,0.09375000000000001,-0.3292094939995008,-0.3843181807420545,-0.12690170516728963,8155.545219116476
-1520.4485622596071,-1339.6827344070327,-180.76582785257466,-8.727659720073035,0.10937500000000003,-0.3764124481614348,-0.5597409024966258,-1.7542272175457128,29497.89264163519
1768.2866441436242,1733.5881534770842,34.69849066654,-12.710696769307395,0.11562500000000003,-0.43070279984373494,-0.526066131149376,0.3367477134724989,16495.551970517623
-20.50422696432443,-49.13396707858997,28.629740114265573,-11.94515957018205,0.12187500000000004,-0.4819200613040885,-0.49827909805769494,0.27787033091681024,14328.062827648173
-56.98926235128052,-76.25828563109646,19.269023279815915,-11.313257668963221,0.12812500000000004,-0.5308127999978771,-0.4795756758180775,0.18703422239617482,13767.347265861887
-45.05331051378076,-57.32429604131376,12.270985527532991,-10.887543587509368,0.13437500000000005,-0.5781747697932595,-0.46766372008957224,0.11911955728505239,13717.81137747564
-0.6536941289653482,-11.523815599686028,10.870121470720672,-10.6159501429622,0.14062500000000006,-0.6244134800718566,-0.45711048548236755,0.10553234607204715,13662.339939194755
-5.029531703216947,-14.183280582574907,9.15374887935797,-10.375138925962922,0.14687500000000006,-0.6696801300559477,-0.4482225141994541,0.08887971282913446,13760.624064942467
-0.8186827650606946,-8.900029633698992,8.081346868638294,-10.17207714337699,0.15312500000000007,-0.7141099948824665,-0.4403747823309223,0.0784773186853177,13917.517056255752
14.429522529404775,5.670462678654288,8.759059850750491,-9.992590692629394,0.15937500000000007,-0.7577221213624322,-0.4318677472683918,0.08507035062530557,14045.54085394277
-7.1592717528101915,-14.22231542699351,7.063043674183318,-9.798136249637599,0.16562500000000008,-0.8005658554452642,-0.42500693438824594,0.06860812880145825,14591.695739398667
21.74560721726781,13.125569173961837,8.62003804330597,-9.641048036359376,0.17187500000000008,-0.8426478253776536,-0.41663246425954237,0.08374470128703573,14590.158108709882
43.33002875357648,31.038145458628573,12.291883294947898,-9.449669982779195,0.1781250000000001,-0.8837138972627341,-0.4046889734420683,0.11943490817474067,14356.629489987776
45.15510607056248,29.394088181537334,15.761017889025135,-9.177437503470015,0.1843750000000001,-0.9234169677583826,-0.389372436470901,0.15316536971167322,13942.301947638945
34.71651707843836,16.957914001408213,17.758603077030134,-8.828859294042203,0.1906250000000001,-0.9614912014613306,-0.3721122375880601,0.17260198882840888,13542.741112143558
32.378186364089004,13.080045628286836,19.29814073580215,-8.43639872165214,0.1968750000000001,-0.9977644773205537,-0.35335327959640256,0.1875895799165756,13136.36328017462
37.10141620900001,15.927102833524117,21.174313375475897,-8.010176133726912,0.20312500000000006,-1.0320705507497352,-0.3327681889872264,0.20585090609176207,12654.833920644704
42.53972878921844,19.110353059105922,23.4293757301125,-7.542790957607226,0.20937500000000006,-1.0642083877059298,-0.30998855013666693,0.22779638850559425,12196.867798635862
43.56071574991791,18.001754599262085,25.558961150655822,-7.025900928345529,0.21562500000000007,-1.0939646373685958,-0.2851364431166507,0.2485210702001623,11813.888052835578
53.54621837282176,25.016517720092843,28.529700652728888,-6.462265259623387,0.22187500000000007,-1.1210911696056924,-0.25739420162528187,0.27742241491368835,11526.612440411624
39.36331576781608,9.679453647616029,29.683862120200015,-5.83332616128459,0.22812500000000008,-1.1453873140828623,-0.22852868791811706,0.28865513707164814,11317.43193227912
56.007681106742226,23.50397762970737,32.50370347703484,-5.179084398307893,0.23437500000000008,-1.1666597830401888,-0.1969206912284113,0.3160799668970577,11244.803862627134
58.96965856412781,23.61295691483009,35.356701649297754,-4.462793399174586,0.2406250000000001,-1.1846327459747634,-0.16253856746308326,0.3438212376532805,11262.157110772683
51.23274246039492,14.151758487561764,37.08098397283323,-3.6836825128237414,0.2468750000000001,-1.1990837017375515,-0.12648054779267842,0.36058019670404845,11525.382258926089
43.50250398224215,5.717568497716251,37.78493548452591,-2.8665896121169276,0.2531250000000001,-1.209894696730503,-0.08973935206635128,0.36741195726327136,11850.402378012714
48.00175110416154,9.08725237814071,38.9144987260208,-2.033971065645051,0.2593750000000001,-1.2169767414661141,-0.05190154264586908,0.37837809420482194,12469.035934977313
49.7876829004212,9.659257255486057,40.12842564493516,-1.1764254972386263,0.26562500000000006,-1.2202160885320414,-0.012885398672678967,0.39016143973190115,13230.693194444928
46.302283179031626,5.47649018249599,40.82579299653565,-0.2920819728470201,0.27187500000000003,-1.2195200231933399,0.02680670544671069,0.39692104119389654,14132.030129498231
41.54262842695879,0.6334034432992113,40.90922498365955,0.6076752732393221,0.278125,-1.2148507888924247,0.06657798057159434,0.3977127512488365,15210.25962093971
47.64711276994147,5.959620011427136,41.68749275851432,1.509303316713319,0.284375,-1.2061666791084502,0.10710421510789396,0.4052623453629962,16448.355716287097
43.56557841904898,1.6577857791607482,41.907792639888214,2.4280904977366085,0.29062499999999997,-1.1934192958649745,0.14784344976162045,0.4073923465372648,17906.726103917084
42.02530318988059,0.10317712417737746,41.9221260657032,3.3517027689301,0.29687499999999994,-1.1765973164154864,0.1885961392281439,0.40752689466523434,18335.54089575789
57.76099876843997,13.940163505804412,43.820835262635555,4.275552123997239,0.3031249999999998,-1.155607761194661,0.23119496518836694,0.4259882596022304,18298.886570472492
51.381375394195686,6.645681472062145,44.73569392213354,5.241107117990728,0.3093749999999998,-1.1303137822362337,0.2746846139801773,0.43489648791810376,19161.342028369327
55.445270432419775,9.40424566949306,46.04102476292671,6.226617440980834,0.31562499999999977,-1.1006072515807035,0.31944599913042865,0.4476138515025134,20585.585977134317
13.325876205659721,-28.68577732859765,42.01165353425732,7.24061682412211,0.32187499999999974,-1.0666202645913412,0.36029374065681585,0.4084774152638723,21835.558312119232
10.370428479290256,-27.720024398097603,38.09045287738778,8.16548607950671,0.3281249999999997,-1.0287389066505532,0.39733341815894374,0.3703967750212786,22992.72710760573
-2.279291451676183,-35.33734983810544,33.05805838642929,9.003585046477989,0.3343749999999997,-0.9873980190354482,0.42948433414315657,0.3215091598421282,24403.826633469424
-39.42506855732187,-63.3972303041913,23.972161746869418,9.730450125258251,0.3406249999999997,-0.9432836676784658,0.45280269299649034,0.23318358853333804,25643.36184965386
-92.34837232979298,-101.65906397938805,9.310691649595048,10.25685422019409,0.34687499999999966,-0.897550476654105,0.46186112749072594,0.09058434494235625,26653.401894566698
-148.42236706105834,-137.74805611122355,-10.674310949834794,10.460123094231971,0.35312499999999963,-0.8518837147665218,0.4514741102609378,-0.10387017229788127,26094.863635142276
-116.77101506045348,-92.59348051992727,-24.17753454052623,10.223230383294574,0.3593749999999996,-0.8079128340114785,0.4279435048399276,-0.23530605421010187,24116.741760527075
-236.8410272077775,-185.49825264047374,-51.34277456730374,9.689296876492516,0.3656249999999996,-0.7676172168072783,0.37796883924407654,-0.49974665595851053,21317.652341375633
-109.88173509474169,-51.04094557836834,-58.84078951637335,8.5571258720281,0.37187499999999957,-0.732684200628821,0.3206914843250704,-0.5727735491900615,18194.139239727556
